606	Intensity L HeLa_CX_2h_R1
607	Intensity H HeLa_CX_2h_R1
608	Ratio mod/base L HeLa_CX_2h_R1
609	Ratio mod/base H HeLa_CX_2h_R1
610	Intensity HeLa_CX_2h_R2
611	Intensity L HeLa_CX_2h_R2
612	Intensity H HeLa_CX_2h_R2
613	Ratio mod/base L HeLa_CX_2h_R2
614	Ratio mod/base H HeLa_CX_2h_R2
615	Intensity HeLa_CX_2h_R3
616	Intensity L HeLa_CX_2h_R3
617	Intensity H HeLa_CX_2h_R3
618	Ratio mod/base L HeLa_CX_2h_R3
619	Ratio mod/base H HeLa_CX_2h_R3
620	Intensity HeLa_CX_2h_R4
621	Intensity L HeLa_CX_2h_R4
622	Intensity H HeLa_CX_2h_R4
623	Ratio mod/base L HeLa_CX_2h_R4
624	Ratio mod/base H HeLa_CX_2h_R4
625	Intensity HeLa_CX_2h_R5
626	Intensity L HeLa_CX_2h_R5
627	Intensity H HeLa_CX_2h_R5
628	Ratio mod/base L HeLa_CX_2h_R5
629	Ratio mod/base H HeLa_CX_2h_R5
630	Intensity HeLa_CX_2h_R6
631	Intensity L HeLa_CX_2h_R6
632	Intensity H HeLa_CX_2h_R6
633	Ratio mod/base L HeLa_CX_2h_R6
634	Ratio mod/base H HeLa_CX_2h_R6
635	Intensity HeLa_CX_3h_R1
636	Intensity L HeLa_CX_3h_R1
637	Intensity H HeLa_CX_3h_R1
638	Ratio mod/base L HeLa_CX_3h_R1
639	Ratio mod/base H HeLa_CX_3h_R1
640	Intensity HeLa_CX_3h_R2
641	Intensity L HeLa_CX_3h_R2
642	Intensity H HeLa_CX_3h_R2
643	Ratio mod/base L HeLa_CX_3h_R2
644	Ratio mod/base H HeLa_CX_3h_R2
645	Intensity HeLa_CX_3h_R3
646	Intensity L HeLa_CX_3h_R3
647	Intensity H HeLa_CX_3h_R3
648	Ratio mod/base L HeLa_CX_3h_R3
649	Ratio mod/base H HeLa_CX_3h_R3
650	Intensity HeLa_CX_3h_R4
651	Intensity L HeLa_CX_3h_R4
652	Intensity H HeLa_CX_3h_R4
653	Ratio mod/base L HeLa_CX_3h_R4
654	Ratio mod/base H HeLa_CX_3h_R4
655	Intensity HeLa_CX_3h_R5
656	Intensity L HeLa_CX_3h_R5
657	Intensity H HeLa_CX_3h_R5
658	Ratio mod/base L HeLa_CX_3h_R5
659	Ratio mod/base H HeLa_CX_3h_R5
660	Intensity HeLa_CX_3h_R6
661	Intensity L HeLa_CX_3h_R6
662	Intensity H HeLa_CX_3h_R6
663	Ratio mod/base L HeLa_CX_3h_R6
664	Ratio mod/base H HeLa_CX_3h_R6
665	Intensity HeLa_CX_4h_R1
666	Intensity L HeLa_CX_4h_R1
667	Intensity H HeLa_CX_4h_R1
668	Ratio mod/base L HeLa_CX_4h_R1
669	Ratio mod/base H HeLa_CX_4h_R1
670	Intensity HeLa_CX_4h_R2
671	Intensity L HeLa_CX_4h_R2
672	Intensity H HeLa_CX_4h_R2
673	Ratio mod/base L HeLa_CX_4h_R2
674	Ratio mod/base H HeLa_CX_4h_R2
675	Intensity HeLa_CX_4h_R3
676	Intensity L HeLa_CX_4h_R3
677	Intensity H HeLa_CX_4h_R3
678	Ratio mod/base L HeLa_CX_4h_R3
679	Ratio mod/base H HeLa_CX_4h_R3
680	Intensity HeLa_CX_4h_R4
681	Intensity L HeLa_CX_4h_R4
682	Intensity H HeLa_CX_4h_R4
683	Ratio mod/base L HeLa_CX_4h_R4
684	Ratio mod/base H HeLa_CX_4h_R4
685	Intensity HeLa_CX_4h_R5
686	Intensity L HeLa_CX_4h_R5
687	Intensity H HeLa_CX_4h_R5
688	Ratio mod/base L HeLa_CX_4h_R5
689	Ratio mod/base H HeLa_CX_4h_R5
690	Intensity HeLa_CX_4h_R6
691	Intensity L HeLa_CX_4h_R6
692	Intensity H HeLa_CX_4h_R6
693	Ratio mod/base L HeLa_CX_4h_R6
694	Ratio mod/base H HeLa_CX_4h_R6
695	Occupancy HeLa_CX_1h_R1
696	Occupancy ratioHeLa_CX_1h_R1
697	Occupancy error scale HeLa_CX_1h_R1
698	Occupancy HeLa_CX_1h_R2
699	Occupancy ratioHeLa_CX_1h_R2
700	Occupancy error scale HeLa_CX_1h_R2
701	Occupancy HeLa_CX_1h_R3
702	Occupancy ratioHeLa_CX_1h_R3
703	Occupancy error scale HeLa_CX_1h_R3
704	Occupancy HeLa_CX_1h_R4
705	Occupancy ratioHeLa_CX_1h_R4
706	Occupancy error scale HeLa_CX_1h_R4
707	Occupancy HeLa_CX_1h_R5
708	Occupancy ratioHeLa_CX_1h_R5
709	Occupancy error scale HeLa_CX_1h_R5
710	Occupancy HeLa_CX_1h_R6
711	Occupancy ratioHeLa_CX_1h_R6
712	Occupancy error scale HeLa_CX_1h_R6
713	Occupancy HeLa_CX_2h_R1
714	Occupancy ratioHeLa_CX_2h_R1
715	Occupancy error scale HeLa_CX_2h_R1
716	Occupancy HeLa_CX_2h_R2
717	Occupancy ratioHeLa_CX_2h_R2
718	Occupancy error scale HeLa_CX_2h_R2
719	Occupancy HeLa_CX_2h_R3
720	Occupancy ratioHeLa_CX_2h_R3
721	Occupancy error scale HeLa_CX_2h_R3
722	Occupancy HeLa_CX_2h_R4
723	Occupancy ratioHeLa_CX_2h_R4
724	Occupancy error scale HeLa_CX_2h_R4
725	Occupancy HeLa_CX_2h_R5
726	Occupancy ratioHeLa_CX_2h_R5
727	Occupancy error scale HeLa_CX_2h_R5
728	Occupancy HeLa_CX_2h_R6
729	Occupancy ratioHeLa_CX_2h_R6
730	Occupancy error scale HeLa_CX_2h_R6
731	Occupancy HeLa_CX_3h_R1
732	Occupancy ratioHeLa_CX_3h_R1
733	Occupancy error scale HeLa_CX_3h_R1
734	Occupancy HeLa_CX_3h_R2
735	Occupancy ratioHeLa_CX_3h_R2
736	Occupancy error scale HeLa_CX_3h_R2
737	Occupancy HeLa_CX_3h_R3
738	Occupancy ratioHeLa_CX_3h_R3
739	Occupancy error scale HeLa_CX_3h_R3
740	Occupancy HeLa_CX_3h_R4
741	Occupancy ratioHeLa_CX_3h_R4
742	Occupancy error scale HeLa_CX_3h_R4
743	Occupancy HeLa_CX_3h_R5
744	Occupancy ratioHeLa_CX_3h_R5
745	Occupancy error scale HeLa_CX_3h_R5
746	Occupancy HeLa_CX_3h_R6
747	Occupancy ratioHeLa_CX_3h_R6
748	Occupancy error scale HeLa_CX_3h_R6
749	Occupancy HeLa_CX_4h_R1
750	Occupancy ratioHeLa_CX_4h_R1
751	Occupancy error scale HeLa_CX_4h_R1
752	Occupancy HeLa_CX_4h_R2
753	Occupancy ratioHeLa_CX_4h_R2
754	Occupancy error scale HeLa_CX_4h_R2
755	Occupancy HeLa_CX_4h_R3
756	Occupancy ratioHeLa_CX_4h_R3
757	Occupancy error scale HeLa_CX_4h_R3
758	Occupancy HeLa_CX_4h_R4
759	Occupancy ratioHeLa_CX_4h_R4
760	Occupancy error scale HeLa_CX_4h_R4
761	Occupancy HeLa_CX_4h_R5
762	Occupancy ratioHeLa_CX_4h_R5
763	Occupancy error scale HeLa_CX_4h_R5
764	Occupancy HeLa_CX_4h_R6
765	Occupancy ratioHeLa_CX_4h_R6
766	Occupancy error scale HeLa_CX_4h_R6
767	Reverse
768	Potential contaminant
769	id
770	Protein group IDs
771	Positions
772	Position
773	Peptide IDs
774	Mod. peptide IDs
775	Evidence IDs
776	MS/MS IDs
777	Best localization evidence ID
778	Best localization MS/MS ID
779	Best localization raw file
780	Best localization scan number
781	Best score evidence ID
782	Best score MS/MS ID
783	Best score raw file
784	Best score scan number
785	Best PEP evidence ID
786	Best PEP MS/MS ID
787	Best PEP raw file
788	Best PEP scan number
