556	Ratio H/L HeLa_CX_4h_R6___3
557	Ratio H/L normalized HeLa_CX_4h_R6
558	Ratio H/L normalized HeLa_CX_4h_R6___1
559	Ratio H/L normalized HeLa_CX_4h_R6___2
560	Ratio H/L normalized HeLa_CX_4h_R6___3
561	Ratio H/L unmod. pep. HeLa_CX_4h_R6
562	Ratio H/L localized HeLa_CX_4h_R6
563	Ratio H/L nmods HeLa_CX_4h_R6
564	Ratio H/L variability [%] HeLa_CX_4h_R6
565	Ratio H/L count HeLa_CX_4h_R6
566	Ratio H/L iso-count HeLa_CX_4h_R6
567	Ratio H/L type HeLa_CX_4h_R6
568	Occupancy L HeLa_CX_4h_R6
569	Occupancy H HeLa_CX_4h_R6
570	Intensity
571	Intensity L
572	Intensity H
573	Ratio mod/base L
574	Ratio mod/base H
575	Intensity HeLa_CX_1h_R1
576	Intensity L HeLa_CX_1h_R1
577	Intensity H HeLa_CX_1h_R1
578	Ratio mod/base L HeLa_CX_1h_R1
579	Ratio mod/base H HeLa_CX_1h_R1
580	Intensity HeLa_CX_1h_R2
581	Intensity L HeLa_CX_1h_R2
582	Intensity H HeLa_CX_1h_R2
583	Ratio mod/base L HeLa_CX_1h_R2
584	Ratio mod/base H HeLa_CX_1h_R2
585	Intensity HeLa_CX_1h_R3
586	Intensity L HeLa_CX_1h_R3
587	Intensity H HeLa_CX_1h_R3
588	Ratio mod/base L HeLa_CX_1h_R3
589	Ratio mod/base H HeLa_CX_1h_R3
590	Intensity HeLa_CX_1h_R4
591	Intensity L HeLa_CX_1h_R4
592	Intensity H HeLa_CX_1h_R4
593	Ratio mod/base L HeLa_CX_1h_R4
594	Ratio mod/base H HeLa_CX_1h_R4
595	Intensity HeLa_CX_1h_R5
596	Intensity L HeLa_CX_1h_R5
597	Intensity H HeLa_CX_1h_R5
598	Ratio mod/base L HeLa_CX_1h_R5
599	Ratio mod/base H HeLa_CX_1h_R5
600	Intensity HeLa_CX_1h_R6
601	Intensity L HeLa_CX_1h_R6
602	Intensity H HeLa_CX_1h_R6
603	Ratio mod/base L HeLa_CX_1h_R6
604	Ratio mod/base H HeLa_CX_1h_R6
605	Intensity HeLa_CX_2h_R1
